Number,ApiFunName
7065,InternetSetOptionA
7066,InternetSetOptionExA
7067,InternetSetOptionExW
7068,InternetSetOptionW
7069,InternetSetPerSiteCookieDecisionA
7070,InternetSetPerSiteCookieDecisionW
7071,InternetSetSecureLegacyServersAppCompat
7072,InternetSetStatusCallbackA
7073,InternetSetStatusCallbackW
7074,InternetShowSecurityInfoByURLA
7075,InternetShowSecurityInfoByURLW
7076,InternetTimeFromSystemTimeA
7077,InternetTimeFromSystemTimeW
7078,InternetTimeToSystemTimeA
7079,InternetTimeToSystemTimeW
7080,InternetUnlockRequestFile
7081,InternetWriteFile
7082,InternetWriteFileExA
7083,InternetWriteFileExW
7084,IntersectClipRect
7085,IntersectRect
7086,InvalidateConsoleDIBits
7087,InvalidateRect
7088,InvalidateRgn
7089,InvertRect
7090,InvertRgn
7091,InvokeHelpLink
7092,InvokePattern_Invoke
7093,ioctlsocket
7094,IpHelp_IsAddrOnLink
7095,IpReleaseAddress
7096,IpRenewAddress
7097,IPropertyBag2_Write_Proxy
7098,IPsecDospGetSecurityInfo0
7099,IPsecDospGetStatistics0
7100,IPsecDospSetSecurityInfo0
7101,IPsecDospStateCreateEnumHandle0
7102,IPsecDospStateDestroyEnumHandle0
7103,IPsecDospStateEnum0
7104,IPsecGetKeyFromDictator0
7105,IPsecGetStatistics0
7106,IPsecGetStatistics1
7107,IPsecKeyDictationCheck0
7108,IPsecKeyManagerAddAndRegister0
7109,IPsecKeyManagerGetSecurityInfoByKey0
7110,IPsecKeyManagerSetSecurityInfoByKey0
7111,IPsecKeyManagersGet0
7112,IPsecKeyManagerUnregisterAndDelete0
7113,IPsecKeyModuleAdd0
7114,IPsecKeyModuleDelete0
7115,IPsecKeyModuleUpdateAcquire0
7116,IPsecKeyNotification0
7117,IPsecSaContextAddInbound0
7118,IPsecSaContextAddInbound1
7119,IPsecSaContextAddInboundAndTrackConnection
7120,IPsecSaContextAddOutbound0
7121,IPsecSaContextAddOutbound1
7122,IPsecSaContextAddOutboundAndTrackConnection
7123,IPsecSaContextCreate0
7124,IPsecSaContextCreate1
7125,IPsecSaContextCreateEnumHandle0
7126,IPsecSaContextDeleteById0
7127,IPsecSaContextDestroyEnumHandle0
7128,IPsecSaContextEnum0
7129,IPsecSaContextEnum1
7130,IPsecSaContextExpire0
7131,IPsecSaContextGetById0
7132,IPsecSaContextGetById1
7133,IPsecSaContextGetSpi0
7134,IPsecSaContextGetSpi1
7135,IPsecSaContextSetSpi0
7136,IPsecSaContextSubscribe0
7137,IPsecSaContextSubscriptionsGet0
7138,IPsecSaContextUnsubscribe0
7139,IPsecSaContextUpdate0
7140,IPsecSaCreateEnumHandle0
7141,IPsecSaDbGetSecurityInfo0
7142,IPsecSaDbSetSecurityInfo0
7143,IPsecSaDestroyEnumHandle0
7144,IPsecSaEnum0
7145,IPsecSaEnum1
7146,IPsecSaInitiateAsync0
7147,IsAccelerator
7148,IsActiveAutoTriggerConnection
7149,IsActiveAutoTriggerConnectionEx
7150,IsAdminOverrideActive
7151,IsAppThemed
7152,IsAsyncMoniker
7153,IsBadCodePtr
7154,IsBadHugeReadPtr
7155,IsBadHugeWritePtr
7156,IsBadReadPtr
7157,IsBadStringPtrA
7158,IsBadStringPtrW
7159,IsBadWritePtr
7160,IsBufferCleanOfInvalidMarkers
7161,IsCalendarLeapDay
7162,IsCalendarLeapMonth
7163,IsCalendarLeapYear
7164,IsCatalogFile
7165,IsCharAlphaA
7166,IsCharAlphaNumericA
7167,IsCharAlphaNumericW
7168,IsCharAlphaW
7169,IsCharLowerA
7170,IsCharLowerW
7171,IsCharUpperA
7172,IsCharUpperW
7173,IsChild
7174,IsClipboardFormatAvailable
7175,IsColorProfileTagPresent
7176,IsColorProfileValid
7177,IsCompositionActive
7178,IsConvertINetStringAvailable
7179,IsDBCSLeadByte
7180,IsDBCSLeadByteEx
7181,IsDebuggerPresent
7182,IsDesktopExplorerProcess
7183,IsDestinationReachableA
7184,IsDestinationReachableW
7185,IsDeviceRegisteredWithManagement
7186,IsDialogMessageA
7187,IsDialogMessageW
7188,IsDlgButtonChecked
7189,IsErrorPropagationEnabled
7190,IsFileOnClusterSharedVolume
7191,IsGUIThread
7192,IsHostInProxyBypassList
7193,IsHungAppWindow
7194,IsIconic
7195,IsIgnoringLeaks
7196,IsImmersiveProcess
7197,IsInteractiveUserSession
7198,IsInternetESCEnabled
7199,IsIntranetAvailable
7200,IsJITInProgress
7201,IsLFNDriveA
7202,IsLFNDriveW
7203,IsLoggingEnabledA
7204,IsLoggingEnabledW
7205,IsManagementRegistrationAllowed
7206,IsMenu
7207,IsMouseInPointerEnabled
7208,IsNativeVhdBoot
7209,IsNetDrive
7210,IsNetworkAlive
7211,IsNLSDefinedString
7212,IsNormalizedString
7213,IsNTAdmin
7214,IsOS
7215,IsProcessAnExplorer
7216,IsProcessCritical
7217,IsProcessDPIAware
7218,IsProcessInJob
7219,IsProcessorFeaturePresent
7220,IsProtocolListInfoEmpty
7221,IsProtocolListInfoValid
7222,IsPublicPhonebook
7223,IsPwrHibernateAllowed
7224,IsPwrShutdownAllowed
7225,IsPwrSuspendAllowed
7226,IsRectEmpty
7227,IsRoInitializeASTAAllowedInDesktop
7228,IsRouterPhonebook
7229,IsSETEnabled
7230,IsStringSupported
7231,IsSystemResumeAutomatic
7232,IsTextUnicode
7233,IsThemeActive
7234,IsThemeBackgroundPartiallyTransparent
7235,IsThemeDialogTextureEnabled
7236,IsThemePartDefined
7237,IsThreadAFiber
7238,IsThreadDesktopComposited
7239,IsThreadMessageQueueAttached
7240,IsThreadpoolTimerSet
7241,IsThreadTSFEventAware
7242,IsTokenRestricted
7243,IsTokenUntrusted
7244,IsTouchWindow
7245,IStream_ReadPidl
7246,IsUrlCacheEntryExpiredA
7247,IsUrlCacheEntryExpiredW
7248,IsUserAnAdmin
7249,IsValidAcl
7250,IsValidCalDateTime
7251,IsValidCodePage
7252,IsValidIid
7253,IsValidInterface
7254,IsValidLanguageGroup
7255,IsValidLocale
7256,IsValidLocaleName
7257,IsValidNLSVersion
7258,IsValidPbportForVPNStrategy
7259,IsValidPtrOut
7260,IsValidSecurityDescriptor
7261,IsValidSid
7262,IsValidURL
7263,IsWellKnownSid
7264,IsWindow
7265,IsWindowArranged
7266,IsWindowEnabled
7267,IsWindowInDestroy
7268,IsWindowRedirectedForPrint
7269,IsWindowUnicode
7270,IsWindowVisible
7271,IsWinEventHookInstalled
7272,IsWizardExtensionAvailable
7273,IsWow64Message
7274,IsWow64Process
7275,IsZoomed
7276,ItemContainerPattern_FindItemByProperty
7277,itoldyouso
7278,IUnknown_AddRef_Proxy
7279,IUnknown_Exec
7280,IUnknown_GetWindow
7281,IUnknown_QueryInterface_Proxy
7282,IUnknown_QueryStatus
7283,IUnknown_Release_Proxy
7284,IWICBitmapClipper_Initialize_Proxy
7285,IWICBitmapCodecInfo_DoesSupportAnimation_Proxy
7286,IWICBitmapCodecInfo_DoesSupportLossless_Proxy
7287,IWICBitmapCodecInfo_DoesSupportMultiframe_Proxy
7288,IWICBitmapCodecInfo_GetContainerFormat_Proxy
7289,IWICBitmapCodecInfo_GetDeviceManufacturer_Proxy
7290,IWICBitmapCodecInfo_GetDeviceModels_Proxy
7291,IWICBitmapCodecInfo_GetFileExtensions_Proxy
7292,IWICBitmapCodecInfo_GetMimeTypes_Proxy
7293,IWICBitmapDecoder_CopyPalette_Proxy
7294,IWICBitmapDecoder_GetColorContexts_Proxy
7295,IWICBitmapDecoder_GetDecoderInfo_Proxy
7296,IWICBitmapDecoder_GetFrameCount_Proxy
7297,IWICBitmapDecoder_GetFrame_Proxy
7298,IWICBitmapDecoder_GetMetadataQueryReader_Proxy
7299,IWICBitmapDecoder_GetPreview_Proxy
7300,IWICBitmapDecoder_GetThumbnail_Proxy
7301,IWICBitmapEncoder_Commit_Proxy
7302,IWICBitmapEncoder_CreateNewFrame_Proxy
7303,IWICBitmapEncoder_GetEncoderInfo_Proxy
7304,IWICBitmapEncoder_GetMetadataQueryWriter_Proxy
7305,IWICBitmapEncoder_Initialize_Proxy
7306,IWICBitmapEncoder_SetPalette_Proxy
7307,IWICBitmapEncoder_SetThumbnail_Proxy
7308,IWICBitmapFlipRotator_Initialize_Proxy
7309,IWICBitmapFrameDecode_GetColorContexts_Proxy
7310,IWICBitmapFrameDecode_GetMetadataQueryReader_Proxy
7311,IWICBitmapFrameDecode_GetThumbnail_Proxy
7312,IWICBitmapFrameEncode_Commit_Proxy
7313,IWICBitmapFrameEncode_GetMetadataQueryWriter_Proxy
7314,IWICBitmapFrameEncode_Initialize_Proxy
7315,IWICBitmapFrameEncode_SetColorContexts_Proxy
7316,IWICBitmapFrameEncode_SetResolution_Proxy
7317,IWICBitmapFrameEncode_SetSize_Proxy
7318,IWICBitmapFrameEncode_SetThumbnail_Proxy
7319,IWICBitmapFrameEncode_WriteSource_Proxy
7320,IWICBitmapLock_GetDataPointer_STA_Proxy
7321,IWICBitmapLock_GetStride_Proxy
7322,IWICBitmapScaler_Initialize_Proxy
7323,IWICBitmapSource_CopyPalette_Proxy
7324,IWICBitmapSource_CopyPixels_Proxy
7325,IWICBitmapSource_GetPixelFormat_Proxy
7326,IWICBitmapSource_GetResolution_Proxy
7327,IWICBitmapSource_GetSize_Proxy
7328,IWICBitmap_Lock_Proxy
7329,IWICBitmap_SetPalette_Proxy
7330,IWICBitmap_SetResolution_Proxy
7331,IWICColorContext_InitializeFromMemory_Proxy
7332,IWICComponentFactory_CreateMetadataWriterFromReader_Proxy
7333,IWICComponentFactory_CreateQueryWriterFromBlockWriter_Proxy
7334,IWICComponentInfo_GetAuthor_Proxy
7335,IWICComponentInfo_GetCLSID_Proxy
7336,IWICComponentInfo_GetFriendlyName_Proxy
7337,IWICComponentInfo_GetSpecVersion_Proxy
7338,IWICComponentInfo_GetVersion_Proxy
7339,IWICFastMetadataEncoder_Commit_Proxy
7340,IWICFastMetadataEncoder_GetMetadataQueryWriter_Proxy
7341,IWICFormatConverter_Initialize_Proxy
7342,IWICImagingFactory_CreateBitmapClipper_Proxy
7343,IWICImagingFactory_CreateBitmapFlipRotator_Proxy
7344,IWICImagingFactory_CreateBitmapFromHBITMAP_Proxy
7345,IWICImagingFactory_CreateBitmapFromHICON_Proxy
7346,IWICImagingFactory_CreateBitmapFromMemory_Proxy
7347,IWICImagingFactory_CreateBitmapFromSource_Proxy
7348,IWICImagingFactory_CreateBitmapScaler_Proxy
7349,IWICImagingFactory_CreateBitmap_Proxy
7350,IWICImagingFactory_CreateComponentInfo_Proxy
7351,IWICImagingFactory_CreateDecoderFromFileHandle_Proxy
7352,IWICImagingFactory_CreateDecoderFromFilename_Proxy
7353,IWICImagingFactory_CreateDecoderFromStream_Proxy
7354,IWICImagingFactory_CreateEncoder_Proxy
7355,IWICImagingFactory_CreateFastMetadataEncoderFromDecoder_Proxy
7356,IWICImagingFactory_CreateFastMetadataEncoderFromFrameDecode_Proxy
7357,IWICImagingFactory_CreateFormatConverter_Proxy
7358,IWICImagingFactory_CreatePalette_Proxy
7359,IWICImagingFactory_CreateQueryWriterFromReader_Proxy
7360,IWICImagingFactory_CreateQueryWriter_Proxy
7361,IWICImagingFactory_CreateStream_Proxy
7362,IWICMetadataBlockReader_GetCount_Proxy
7363,IWICMetadataBlockReader_GetReaderByIndex_Proxy
7364,IWICMetadataQueryReader_GetContainerFormat_Proxy
7365,IWICMetadataQueryReader_GetEnumerator_Proxy
7366,IWICMetadataQueryReader_GetLocation_Proxy
7367,IWICMetadataQueryReader_GetMetadataByName_Proxy
7368,IWICMetadataQueryWriter_RemoveMetadataByName_Proxy
7369,IWICMetadataQueryWriter_SetMetadataByName_Proxy
7370,IWICPalette_GetColorCount_Proxy
7371,IWICPalette_GetColors_Proxy
7372,IWICPalette_GetType_Proxy
7373,IWICPalette_HasAlpha_Proxy
7374,IWICPalette_InitializeCustom_Proxy
7375,IWICPalette_InitializeFromBitmap_Proxy
7376,IWICPalette_InitializeFromPalette_Proxy
7377,IWICPalette_InitializePredefined_Proxy
7378,IWICPixelFormatInfo_GetBitsPerPixel_Proxy
7379,IWICPixelFormatInfo_GetChannelCount_Proxy
7380,IWICPixelFormatInfo_GetChannelMask_Proxy
7381,IWICStream_InitializeFromIStream_Proxy
7382,IWICStream_InitializeFromMemory_Proxy
7383,I_CertChainEngineIsDisallowedCertificate
7384,I_CertDiagControl
7385,I_CertFinishSslHandshake
7386,I_CertProcessSslHandshake
7387,I_CertProtectFunction
7388,I_CertSrvProtectFunction
7389,I_CertSyncStore
7390,I_CertUpdateStore
7391,I_CertWnfEnableFlushCache
7392,I_CryptAddRefLruEntry
7393,I_CryptAddSmartCardCertToStore
7394,I_CryptAllocTls
7395,I_CryptAllocTlsEx
7396,I_CryptConvertIriToAsciiOrUnicode
7397,I_CryptConvertIriToAsciiOrUnicodeWithFlags
7398,I_CryptCreateLruCache
7399,I_CryptCreateLruEntry
7400,I_CryptDetachTls
7401,I_CryptDisableLruOfEntries
7402,I_CryptEnableLruOfEntries
7403,I_CryptEnumMatchingLruEntries
7404,I_CryptFindLruEntry
7405,I_CryptFindLruEntryData
7406,I_CryptFindSmartCardCertInStore
7407,I_CryptFlushLruCache
7408,I_CryptFreeLruCache
7409,I_CryptFreeTls
7410,I_CryptGetAsn1Decoder
7411,I_CryptGetAsn1Encoder
7412,I_CryptGetDefaultCryptProv
7413,I_CryptGetDefaultCryptProvForEncrypt
7414,I_CryptGetFileVersion
7415,I_CryptGetLruEntryData
7416,I_CryptGetLruEntryIdentifier
7417,I_CryptGetOssGlobal
7418,I_CryptGetTls
7419,I_CryptInsertLruEntry
7420,I_CryptInstallAsn1Module
7421,I_CryptInstallOssGlobal
7422,I_CryptNetAutoFlush
7423,I_CryptNetEnumUrlCacheEntry
7424,I_CryptNetFlushOfflineUrl
7425,I_CryptNetGetConnectivity
7426,I_CryptNetGetHostNameFromUrl
7427,I_CryptNetGetUserDsStoreUrl
7428,I_CryptNetSetUrlCacheFlushInfo
7429,I_CryptNetSetUrlCachePreFetchInfo
7430,I_CryptReadTrustedPublisherDWORDValueFromRegistry
7431,I_CryptRegisterSmartCardStore
7432,I_CryptReleaseLruEntry
7433,I_CryptRemoveLruEntry
7434,I_CryptSetTls
7435,I_CryptTouchLruEntry
7436,I_CryptUninstallAsn1Module
7437,I_CryptUninstallOssGlobal
7438,I_CryptUnregisterSmartCardStore
7439,I_CryptWalkAllLruCacheEntries
7440,I_PFXDecrypt
7441,I_PFXHMAC
7442,I_PFXImportCertStoreEx
7443,I_RpcAsyncAbortCall
7444,I_RpcAsyncSetHandle
7445,I_RpcBindingCopy
7446,I_RpcBindingCreateNP
7447,I_RpcBindingHandleToAsyncHandle
7448,I_RpcBindingInqCurrentModifiedId
7449,I_RpcBindingInqDynamicEndpointA
7450,I_RpcBindingInqDynamicEndpointW
7451,I_RpcBindingInqLocalClientPID
7452,I_RpcBindingInqMarshalledTargetInfo
7453,I_RpcBindingInqSecurityContext
7454,I_RpcBindingInqSecurityContextKeyInfo
7455,I_RpcBindingInqTransportType
7456,I_RpcBindingInqWireIdForSnego
7457,I_RpcBindingIsClientLocal
7458,I_RpcBindingIsServerLocal
7459,I_RpcBindingSetPrivateOption
7460,I_RpcCertProcessAndProvision
7461,I_RpcClearMutex
7462,I_RpcCompleteAndFree
7463,I_RpcDeleteMutex
7464,I_RpcExceptionFilter
7465,I_RpcFilterDCOMActivation
7466,I_RpcFixTransferSyntax
7467,I_RpcFree
7468,I_RpcFreeBuffer
7469,I_RpcFreePipeBuffer
7470,I_RpcFreeSystemHandle
7471,I_RpcFreeSystemHandleCollection
7472,I_RpcFwThisIsTheManager
7473,I_RpcGetBuffer
7474,I_RpcGetBufferWithObject
7475,I_RpcGetCurrentCallHandle
7476,I_RpcGetDefaultSD
7477,I_RpcGetExtendedError
7478,I_RpcGetPortAllocationData
7479,I_RpcGetSystemHandle
7480,I_RpcIfInqTransferSyntaxes
7481,I_RpcInitFwImports
7482,I_RpcInitHttpImports
7483,I_RpcInitNdrImports
7484,I_RpcLogEvent
7485,I_RpcMapWin32Status
7486,I_RpcMarshalBindingHandleAndInterfaceForNDF
7487,I_RpcMgmtEnableDedicatedThreadPool
7488,I_RpcMgmtQueryDedicatedThreadPool
7489,I_RpcNDRCGetWireRepresentation
7490,I_RpcNDRSContextEmergencyCleanup
7491,I_RpcNegotiateTransferSyntax
7492,I_RpcNsBindingSetEntryNameA
7493,I_RpcNsBindingSetEntryNameW
7494,I_RpcNsInterfaceUnexported
7495,I_RpcOpenClientProcess
7496,I_RpcOpenClientThread
7497,I_RpcParseSecurity
7498,I_RpcReallocPipeBuffer
7499,I_RpcReceive
7500,I_RpcRecordCalloutFailure
7501,I_RpcSend
7502,I_RpcServerAllocateIpPort
7503,I_RpcServerCheckClientRestriction
7504,I_RpcServerDisableExceptionFilter
7505,I_RpcServerInqLocalConnAddress
7506,I_RpcServerInqRemoteConnAddress
7507,I_RpcServerInqTransportType
7508,I_RpcServerRegisterForwardFunction
7509,I_RpcServerSetAddressChangeFn
7510,I_RpcServerSubscribeForDisconnectNotification
7511,I_RpcServerSubscribeForDisconnectNotification2
7512,I_RpcServerUseProtseq2A
7513,I_RpcServerUseProtseq2W
7514,I_RpcSessionStrictContextHandle
7515,I_RpcSetDCOMAppId
7516,I_RpcSNCHOption
7517,I_RpcSsDontSerializeContext
7518,I_RpcSystemFunction001
7519,I_RpcSystemHandleTypeSpecificWork
7520,I_RpcTransConnectionAllocatePacket
7521,I_RpcTransConnectionFreePacket
7522,I_RpcTransConnectionReallocPacket
7523,I_RpcTransDatagramAllocate
7524,I_RpcTransDatagramAllocate2
7525,I_RpcTransDatagramFree
7526,I_RpcTransGetThreadEventThreadOptional
7527,I_RpcTransIoCancelled
7528,I_RpcTransServerNewConnection
7529,I_RpcVerifierCorruptionExpected
7530,I_ScGetCurrentGroupStateW
7531,I_UuidCreate
7532,JetAddColumnA
7533,JetAddColumnW
7534,JetAttachDatabase2A
7535,JetAttachDatabase2W
7536,JetAttachDatabase3A
7537,JetAttachDatabase3W
7538,JetAttachDatabaseA
7539,JetAttachDatabaseW
7540,JetAttachDatabaseWithStreamingA
7541,JetAttachDatabaseWithStreamingW
7542,JetBackupA
7543,JetBackupInstanceA
7544,JetBackupInstanceW
7545,JetBackupW
7546,JetBeginDatabaseIncrementalReseedA
7547,JetBeginExternalBackup
7548,JetBeginExternalBackupInstance
7549,JetBeginSessionA
7550,JetBeginSessionW
7551,JetBeginSurrogateBackup
7552,JetBeginTransaction
7553,JetBeginTransaction2
7554,JetBeginTransaction3
7555,JetCloseDatabase
7556,JetCloseFile
7557,JetCloseFileInstance
7558,JetCloseTable
7559,JetCommitTransaction
7560,JetCommitTransaction2
7561,JetCompactA
7562,JetCompactW
7563,JetComputeStats
7564,JetConfigureProcessForCrashDump
7565,JetConvertDDLA
7566,JetConvertDDLW
7567,JetCreateDatabase2A
7568,JetCreateDatabase2W
7569,JetCreateDatabase3A
7570,JetCreateDatabase3W
7571,JetCreateDatabaseA
7572,JetCreateDatabaseW
7573,JetCreateDatabaseWithStreamingA
7574,JetCreateDatabaseWithStreamingW
7575,JetCreateEncryptionKey
7576,JetCreateIndex2A
7577,JetCreateIndex2W
7578,JetCreateIndex3A
7579,JetCreateIndex3W
7580,JetCreateIndex4A
7581,JetCreateIndex4W
7582,JetCreateIndexA
7583,JetCreateIndexW
7584,JetCreateInstance2A
7585,JetCreateInstance2W
7586,JetCreateInstanceA
7587,JetCreateInstanceW
7588,JetCreateTableA
7589,JetCreateTableColumnIndex2A
7590,JetCreateTableColumnIndex2W
7591,JetCreateTableColumnIndex3A
7592,JetCreateTableColumnIndex3W
7593,JetCreateTableColumnIndex4A
7594,JetCreateTableColumnIndex4W
7595,JetCreateTableColumnIndexA
7596,JetCreateTableColumnIndexW
7597,JetCreateTableW
7598,JetDatabaseScan
7599,JetDBUtilitiesA
7600,JetDBUtilitiesW
7601,JetDefragment2A
7602,JetDefragment2W
7603,JetDefragment3A
7604,JetDefragment3W
7605,JetDefragmentA
7606,JetDefragmentW
7607,JetDelete
7608,JetDeleteColumn2A
7609,JetDeleteColumn2W
7610,JetDeleteColumnA
7611,JetDeleteColumnW
7612,JetDeleteIndexA
7613,JetDeleteIndexW
7614,JetDeleteTableA
7615,JetDeleteTableW
7616,JetDetachDatabase2A
7617,JetDetachDatabase2W
7618,JetDetachDatabaseA
7619,JetDetachDatabaseW
7620,JetDupCursor
7621,JetDupSession
7622,JetEnableMultiInstanceA
7623,JetEnableMultiInstanceW
7624,JetEndDatabaseIncrementalReseedA
7625,JetEndDatabaseIncrementalReseedW
7626,JetEndExternalBackup
7627,JetEndExternalBackupInstance
7628,JetEndExternalBackupInstance2
7629,JetEndSession
7630,JetEndSurrogateBackup
7631,JetEnumerateColumns
7632,JetEscrowUpdate
7633,JetExternalRestore2A
7634,JetExternalRestore2W
7635,JetExternalRestoreA
7636,JetExternalRestoreW
7637,JetFreeBuffer
7638,JetGetAttachInfoA
7639,JetGetAttachInfoInstanceA
7640,JetGetAttachInfoInstanceW
7641,JetGetAttachInfoW
7642,JetGetBookmark
7643,JetGetColumnInfoA
7644,JetGetColumnInfoW
7645,JetGetCounter
7646,JetGetCurrentIndexA
7647,JetGetCurrentIndexW
7648,JetGetCursorInfo
7649,JetGetDatabaseFileInfoA
7650,JetGetDatabaseFileInfoW
7651,JetGetDatabaseInfoA
7652,JetGetDatabaseInfoW
7653,JetGetErrorInfoW
7654,JetGetIndexInfoA
7655,JetGetIndexInfoW
7656,JetGetInstanceInfoA
7657,JetGetInstanceInfoW
7658,JetGetInstanceMiscInfo
7659,JetGetLock
7660,JetGetLogFileInfoW
7661,JetGetLogInfoInstance2A
7662,JetGetLogInfoInstance2W
7663,JetGetLogInfoInstanceW
7664,JetGetLogInfoW
7665,JetGetLS
7666,JetGetObjectInfoA
7667,JetGetObjectInfoW
7668,JetGetPageInfo
7669,JetGetPageInfo2
7670,JetGetRBSFileInfoA
7671,JetGetRecordPosition
7672,JetGetRecordSize
7673,JetGetRecordSize2
7674,JetGetResourceParam
7675,JetGetSecondaryIndexBookmark
7676,JetGetSessionInfo
7677,JetGetSessionParameter
7678,JetGetSystemParameterA
7679,JetGetSystemParameterW
7680,JetGetTableColumnInfoA
7681,JetGetTableColumnInfoW
7682,JetGetTableIndexInfoA
7683,JetGetTableIndexInfoW
7684,JetGetTableInfoA
7685,JetGetTableInfoW
7686,JetGetThreadStats
7687,JetGetTruncateLogInfoInstanceW
7688,JetGetVersion
7689,JetGotoBookmark
7690,JetGotoPosition
7691,JetGotoSecondaryIndexBookmark
7692,JetGrowDatabase
7693,JetIdle
7694,JetIndexRecordCount
7695,JetInit
7696,JetInit2
7697,JetInit3A
7698,JetInit3W
7699,JetInit4A
7700,JetInit4W
7701,JetIntersectIndexes
7702,JetMakeKey
7703,JetMove
7704,JetOpenDatabaseA
7705,JetOpenDatabaseW
7706,JetOpenFileA
7707,JetOpenFileInstanceA
7708,JetOpenFileInstanceW
7709,JetOpenFileSectionInstanceA
7710,JetOpenFileSectionInstanceW
7711,JetOpenFileW
7712,JetOpenTableA
7713,JetOpenTableW
7714,JetOpenTemporaryTable
7715,JetOpenTemporaryTable2
7716,JetOpenTempTable
7717,JetOpenTempTable2
7718,JetOpenTempTable3
7719,JetOSSnapshotAbort
7720,JetOSSnapshotEnd
7721,JetOSSnapshotFreezeA
7722,JetOSSnapshotFreezeW
7723,JetOSSnapshotGetFreezeInfoA
7724,JetOSSnapshotGetFreezeInfoW
7725,JetOSSnapshotPrepare
7726,JetOSSnapshotPrepareInstance
7727,JetOSSnapshotThaw
7728,JetOSSnapshotTruncateLog
7729,JetOSSnapshotTruncateLogInstance
7730,JetPatchDatabasePagesA
7731,JetPatchDatabasePagesW
7732,JetPrepareToCommitTransaction
7733,JetPrepareUpdate
7734,JetPrereadColumnsByReference
7735,JetPrereadIndexRange
7736,JetPrereadIndexRanges
7737,JetPrereadKeys
7738,JetRBSExecuteRevert
7739,JetReadFile
7740,JetReadFileInstance
7741,JetRegisterCallback
7742,JetRemoveLogfileA
7743,JetRemoveLogfileW
7744,JetRenameColumnA
7745,JetRenameColumnW
7746,JetRenameTableA
7747,JetRenameTableW
7748,JetResetCounter
7749,JetResetSessionContext
7750,JetResetTableSequential
7751,JetResizeDatabase
7752,JetRestore2A
7753,JetRestore2W
7754,JetRestoreA
7755,JetRestoreInstanceA
7756,JetRestoreInstanceW
7757,JetRestoreW
7758,JetRetrieveColumn
7759,JetRetrieveColumnByReference
7760,JetRetrieveColumnFromRecordStream
7761,JetRetrieveColumns
7762,JetRetrieveKey
7763,JetRetrieveTaggedColumnList
7764,JetRollback
7765,JetSeek
7766,JetSetColumn
7767,JetSetColumnDefaultValueA
7768,JetSetColumnDefaultValueW
7769,JetSetColumns
7770,JetSetCurrentIndex2A
7771,JetSetCurrentIndex2W
7772,JetSetCurrentIndex3A
7773,JetSetCurrentIndex3W
7774,JetSetCurrentIndex4A
7775,JetSetCurrentIndex4W
7776,JetSetCurrentIndexA
7777,JetSetCurrentIndexW
7778,JetSetCursorFilter
7779,JetSetDatabaseSizeA
7780,JetSetDatabaseSizeW
7781,JetSetIndexRange
7782,JetSetLS
7783,JetSetMaxDatabaseSize
7784,JetSetSessionContext
7785,JetSetSessionParameter
7786,JetSetSystemParameterA
7787,JetSetSystemParameterW
7788,JetSetTableInfoA
7789,JetSetTableSequential
7790,JetSnapshotStartA
7791,JetSnapshotStartW
7792,JetSnapshotStop
7793,JetStopBackup
7794,JetStopBackupInstance
7795,JetStopServiceInstance
7796,JetStopServiceInstance2
7797,JetStreamRecords
7798,JetTerm
7799,JetTerm2
7800,JetTracing
7801,JetTruncateLog
7802,JetTruncateLogInstance
7803,JetUnregisterCallback
7804,JetUpdate
7805,JetUpdate2
7806,JetUpgradeDatabaseA
7807,JetUpgradeDatabaseW
7808,joyConfigChanged
7809,joyGetDevCapsA
7810,joyGetDevCapsW
7811,joyGetNumDevs
7812,joyGetPos
7813,joyGetPosEx
7814,joyGetThreshold
7815,joyReleaseCapture
7816,joySetCapture
7817,joySetThreshold
7818,keybd_event
7819,KillTimer
7820,LaunchINFSectionA
7821,LaunchINFSectionExA
7822,LaunchINFSectionExW
7823,LaunchINFSectionW
7824,LaunchMSHelp_RunDLLW
7825,LBItemFromPt
7826,LCIDToLocaleName
7827,LcidToRfc1766A
7828,LcidToRfc1766W
7829,LCMapStringA
7830,LCMapStringEx
7831,LCMapStringW
7832,LdapGetLastError
7833,LdapMapErrorToWin32
7834,LdapProvOpenStore
7835,LdapUnicodeToUTF8
7836,LdapUTF8ToUnicode
7837,ldap_abandon
7838,ldap_add
7839,ldap_addW
7840,ldap_add_extA
7841,ldap_add_extW
7842,ldap_add_ext_sA
7843,ldap_add_ext_sW
7844,ldap_add_s
7845,ldap_add_sW
7846,ldap_bind
7847,ldap_bindW
7848,ldap_bind_s
7849,ldap_bind_sW
7850,ldap_check_filterA
7851,ldap_check_filterW
7852,ldap_cleanup
7853,ldap_close_extended_op
7854,ldap_compare
7855,ldap_compareW
7856,ldap_compare_extA
7857,ldap_compare_extW
7858,ldap_compare_ext_sA
7859,ldap_compare_ext_sW
7860,ldap_compare_s
7861,ldap_compare_sW
7862,ldap_connect
7863,ldap_conn_from_msg
7864,ldap_controls_freeA
7865,ldap_controls_freeW
7866,ldap_control_freeA
7867,ldap_control_freeW
7868,ldap_count_entries
7869,ldap_count_references
7870,ldap_count_values
7871,ldap_count_valuesW
7872,ldap_count_values_len
7873,ldap_create_page_controlA
7874,ldap_create_page_controlW
7875,ldap_create_sort_controlA
7876,ldap_create_sort_controlW
7877,ldap_create_vlv_controlA
